ID	chviCounts.csv	cabrCounts.csv	stluCounts.csv	arjaCounts.csv	lothCounts.csv	angeCounts.csv	glsoCounts.csv	noleCounts.csv	moblCounts.csv	mawaCounts.csv	ptpaCounts.csv	deroCounts.csv
sp|Q964D9|ACTC_PLATR	895.29	7.446	374.695	2.0	0.0	0.0	38.115	11.175	4.0	1601.354	3.0	0.0
sp|P63256|ACTG_ANSAN	0.0	7.446	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|P63258|ACTG_BOVIN	0.0	89.545	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|Q5ZMQ2|ACTG_CHICK	0.0	89.545	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|P63261|ACTG_HUMAN	0.0	89.545	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|P63260|ACTG_MOUSE	0.0	89.545	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|Q5JAK2|ACTG_PELLE	0.0	7.446	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|P63259|ACTG_RAT	0.0	89.545	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|Q8JJB8|ACTG_TRISC	0.0	89.545	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|P63257|ACTG_TRIVU	0.0	89.545	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|A2BDB0|ACTG_XENLA	0.0	89.545	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|Q6P378|ACTG_XENTR	0.0	7.446	374.695	2.393	1.581	0.0	38.115	2.048	0.0	0.0	494.795	141.996
sp|P41341|ACTY_LIMPO	895.29	7.446	374.695	862.366	1.0	0.0	38.115	11.175	4.0	1601.354	3.0	0.0
sp|P90689|ACT_BRUMA	28.599	7.446	374.695	0	0.0	0.0	0.0	1.0	4.0	0.0	3.0	0.0
sp|P68555|ACT_TAESO	0.0	7.446	0	2.0	1.0	0.0	0.0	1.0	4.0	0	3.0	0.0
sp|Q9BYC2|SCOT2_HUMAN	0.0	0	0	0	0.0	0	0	0	5.0	0	0	0.0
sp|Q076A3|MYH13_CANLF	1.0	0.0	20.331	2.503	0	1.0	2.0	17.232	2.364	0.0	16.698	1.0
sp|Q9UKX3|MYH13_HUMAN	0.0	0.0	2.0	2.503	0	1.0	3.013	0	0	0.0	1172.627	1.0
sp|P02565|MYH1B_CHICK	0.0	0.0	1.0	2.503	2.017	0	3.013	0	1.0	0	15.0	0.0
sp|Q9BE40|MYH1_BOVIN	0.0	0.0	297.948	706.0	1.0	97.808	1.0	17.718	2.508	271.0	0	0.0
sp|Q076A6|MYH1_CANLF	1443.721	0.0	2.0	306.0	0.0	0	1.0	0	0.0	107.0	1172.627	8165.035
sp|Q8MJV0|MYH1_HORSE	0.0	0.0	1.0	2.503	1.0	0	1.0	0	0.0	0	14.683	0.0
sp|P12882|MYH1_HUMAN	1.0	5.325	127.238	706.0	1.0	123.075	1.0	23.264	0.0	271.0	14.683	197.315
sp|Q5SX40|MYH1_MOUSE	14896.992	1.168	27.745	155765.072	206.719	13324.744	105.563	1.417	2.508	56048.052	1172.627	15696.523
sp|Q9TV61|MYH1_PIG	25932.657	0.0	1403.159	706.0	1.0	988.762	0.0	0	6.0	271.0	5814.588	1147.104
sp|Q076A7|MYH2_CANLF	1443.721	2.0	8.669	306.0	0.0	1.0	1.0	3.0	1.0	107.0	1172.627	0.0
sp|Q8MJV1|MYH2_HORSE	70.257	0.0	0	6.0	1.0	1.0	69.0	0	0	0	5.598	0
sp|Q9UKX2|MYH2_HUMAN	1.116	22.0	0	2.276	1.0	0	1.0	1.998	0	271.0	0	0.0
sp|P11055|MYH3_HUMAN	0.0	1.0	21.661	3.0	2.201	0.0	0	0	21.71	0.0	3.0	0.0
sp|P13541|MYH3_MOUSE	1.0	1.0	0	3.0	1.0	0.0	44.823	3.0	6.447	0.0	11.89	0.0
sp|P12847|MYH3_RAT	0.0	1.0	0	3.0	1.0	2.0	0	3.0	6.447	0.0	11.89	0.0
sp|Q076A5|MYH4_CANLF	223.0	34835.489	49985.266	3.018	40798.646	61757.413	134370.636	3399.863	11.543	3416.566	57419.578	10233.411
sp|Q9Y623|MYH4_HUMAN	83.968	0.0	2.0	2.503	1.0	1.0	1.0	27.891	2.354	0	0	0
sp|Q9TV62|MYH4_PIG	223.0	0.0	2.0	2.503	1.0	0	0.0	27.891	1.003	24827.259	5437.224	0
sp|Q28641|MYH4_RABIT	0.0	0.0	51.366	2.503	2.017	0	3.013	27.891	3.388	0	1172.627	95.009
sp|Q29RW1|MYH4_RAT	70.257	0	49985.266	3.018	1.0	0	3.013	5.0	1229.91	3416.566	0	1611.602
sp|P13533|MYH6_HUMAN	0.0	0	0	0	0	1021.0	0.0	0	247.477	0	0	0
sp|P13539|MYH6_MESAU	0.0	0	3.0	0	0	1021.0	0.0	0	247.477	0	0	0
sp|Q02566|MYH6_MOUSE	0.0	0	0	0	0	1021.0	0.0	0	247.477	2.0	0	0
sp|P02563|MYH6_RAT	0.0	0	3.0	0	0	1021.0	0.0	0	247.477	0	0	0
sp|Q9BE39|MYH7_BOVIN	0.0	0	3.0	0	0	0	0	0	0.0	0	4.0	0
sp|P49824|MYH7_CANLF	0.0	0	0	0	0	0	0	0	247.477	0	3.0	0
sp|Q8MJU9|MYH7_HORSE	0.0	0	0	0	0	0	1.0	0	247.477	0	0	1.0
sp|P12883|MYH7_HUMAN	0.0	0	0	0	0	0	0	0	247.477	0	0	0
sp|P13540|MYH7_MESAU	0.0	0	0	0	0	0	0	0	247.477	0	0	0
sp|Q91Z83|MYH7_MOUSE	0.0	0	0	0	0	0	0	0	247.477	0	0	0
sp|P79293|MYH7_PIG	0.0	0	3.0	0	0	0	0	0	0.0	0	4.0	0
sp|P02564|MYH7_RAT	0.0	0	0	0	0	0.0	0	0	247.477	0	0	0
sp|Q076A4|MYH8_CANLF	70.257	0.0	2.0	10.0	10.0	1.417	95.437	6.762	1.0	1.0	1.333	91.898
sp|P13535|MYH8_HUMAN	1.217	0.0	0.0	10.0	0.0	1.417	83.995	0.0	1.0	1.0	1172.627	0.0
sp|P13542|MYH8_MOUSE	70.257	0.0	2.0	12.405	0.0	995.928	747.0	5.0	1.0	1.0	1172.627	2.0
sp|P13538|MYSS_CHICK	1.0	0.0	1.0	0	1.0	0	3.013	0	1.0	0	0	0
sp|Q90339|MYSS_CYPCA	0.0	0	1.0	2.503	0	0	3.013	0	0	0	0	0.0
sp|Q9UK17|KCND3_HUMAN	0.0	0.0	3.0	0.0	0.0	0	0.0	1.0	1.0	1.0	0	0
sp|Q9Z0V1|KCND3_MOUSE	0.0	0.0	1.0	0.0	0.0	0	0.0	1.0	0	1.0	0	0
sp|Q9TTT5|KCND3_RABIT	0.0	0.0	1.0	0.0	0.0	0	0	1.0	0	1.0	0	0
sp|Q62897|KCND3_RAT	0.0	0.0	3.0	0.0	0.0	0	0.0	1.0	1.0	1.0	0	0
sp|Q7TPV2|DZIP3_MOUSE	0.0	0	1.0	0	0	0.0	0	1.0	5.0	0	0	1.0
sp|Q697L1|TRPV1_CANLF	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q64368|DAZL_MOUSE	0.0	0	9.0	0	0	0	0	0	0	49.989	0	0
sp|P07487|G3P2_DROME	0.0	0	0	0	0	0.0	0	0	1.0	0	0	0
sp|Q4U3L0|G3P_GLOMM	0.0	0	0	11.68	0.0	0	0	0	0	0	0	0
sp|Q8C3L1|SSUH2_MOUSE	1.0	0	0	0	0	0.0	0	0	0	1.0	0	0
sp|Q9UNE0|EDAR_HUMAN	0.0	0.0	0	0	0	1.0	0	0	2.0	0	0	0
sp|Q9R187|EDAR_MOUSE	0.0	0.0	0	0	1.0	0	0	0	0	0.0	0	0.0
sp|P51781|GSTA1_PIG	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q3UFQ8|CARL3_MOUSE	0.0	0.0	1.0	1.0	0	3.0	0	0	0	0.0	0	0.0
sp|Q5XHY1|CARL3_RAT	0.0	0.0	0	0.0	0	0	0	0	3.0	0	0	1.0
sp|Q3UHD1|AGRB1_MOUSE	0.0	15.0	3.0	0	0	0	0	4.0	3.0	0	1.0	0
sp|Q8WVF1|OSCP1_HUMAN	0.0	0	4.0	0	0.0	2.0	0	9.707	47.205	7.0	6.819	0.0
sp|Q14576|ELAV3_HUMAN	1.0	2.0	5.0	0	0.0	0	0	3.0	4.0	1.0	0	0
sp|Q60900|ELAV3_MOUSE	1.0	1.0	0	0	0.0	0	0	3.0	0	0	0	0
sp|Q53TS8|C2CD6_HUMAN	0.0	0	0	0	0	0	0	3.0	0	0	0	0.0
sp|P79100|TRPC4_BOVIN	0.0	1.0	2.0	0.0	0.0	0	1.0	0	0	0.0	0	0
sp|Q9UBN4|TRPC4_HUMAN	0.0	0	2.0	0.0	0.0	0	1.0	0	0	0	0	0.0
sp|Q9QUQ5|TRPC4_MOUSE	0.0	1.0	2.0	0	0.0	0	0	0	0	0	0	0.0
sp|O35119|TRPC4_RAT	0.0	0	2.0	0	0.0	0	0	0	2.0	0	0	0.0
sp|A6NGW2|STRCL_HUMAN	0.0	0.0	0	0	0	0	0	2.0	0.0	0	0	0
sp|P97318|DAB1_MOUSE	0.0	2.0	3.0	2.0	0	0	0	0	0	0	6.0	1.0
sp|O54689|CCR6_MOUSE	0.0	0	0	0	1.0	0	0	0	0	0	0	0
sp|Q9UN88|GBRT_HUMAN	0.0	7.0	1.0	0	0	0.0	0.0	4.0	14.033	0	0	0
sp|Q9JLF1|GBRT_MOUSE	0.0	0.0	0	0	0	0	0	4.0	0	0	0	0
sp|Q5SQS7|SH24B_HUMAN	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q6ZNE9|RUFY4_HUMAN	2.0	0.0	0	0.0	2.0	0.0	0.0	2.513	2.0	2.0	3.0	16.0
sp|P50502|F10A1_HUMAN	475.332	1299.48	483.489	815.06	313.36	1028.561	656.0	1.0	38.815	0.0	2863.728	82.117
sp|Q99L47|F10A1_MOUSE	0.0	0.0	1.0	0	0	0	0.0	1.0	1.402	0	3.0	22.529
sp|Q5RF31|F10A1_PONAB	0.0	0	1.0	0	0	0	0.0	1.0	1.402	0.0	81.671	82.117
sp|Q8IZP2|ST134_HUMAN	0.0	0	1.0	0	0	0	0	0	0	0	0	0
sp|Q58D68|ENPP6_PIG	0.0	0	0	0	3.424	0	1.0	0	1.215	2.0	0	4.0
sp|A6QLE7|GPR52_BOVIN	1.0	1.0	0	1.0	0.0	0	0	0	0	0	0	0
sp|Q9Y2T5|GPR52_HUMAN	1.0	1.0	2.0	1.0	0.0	0.0	0	0	1.0	0	0	0
sp|Q640J6|WD82A_XENLA	0.0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q58E77|WD82B_XENLA	0.0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q5ZMV7|WDR82_CHICK	0.0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q6UXN9|WDR82_HUMAN	0.0	0.0	217.96	11.0	1128.075	842.0	879.705	719.576	93.724	542.0	26.613	178.992
sp|Q8BFQ4|WDR82_MOUSE	0.0	0.0	217.96	11.0	1128.075	842.0	879.705	719.576	93.724	542.0	26.613	178.992
sp|Q8NCB2|CAMKV_HUMAN	0.0	1.0	5.0	0	13.0	0	0	0	6.0	0	0	52.196
sp|Q3UHL1|CAMKV_MOUSE	0.0	1.0	5.0	0	13.0	0	0	0	6.0	0	0	52.196
sp|Q63092|CAMKV_RAT	0.0	1.0	5.0	0	28.0	0	0	0	0	0	0	52.196
sp|O75762|TRPA1_HUMAN	0.0	0.0	0	0	0.0	0.0	0	0	0	0	0	0
sp|Q58FF7|H90B3_HUMAN	0.0	0	0	3.066	0	0	0	0	0	0	0	0
sp|Q9R1T9|KCNH4_RAT	0.0	0	0	0.0	0	0	0	0	1.0	0	0	0
sp|Q99467|CD180_HUMAN	0.0	0	0	0	0.0	0	0.0	0	0	0	0	0.0
sp|P0C542|ACT7_ORYSI	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P0C540|ACT7_ORYSJ	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P51800|CLCKA_HUMAN	0.0	0	2.0	0	0.0	0	0	5.516	1.0	1.0	0	0
sp|Q32L75|CA189_BOVIN	0.0	0	0	0	0	0.0	0	1.0	0	0	0	0
sp|Q5VU69|CA189_HUMAN	0.0	4.0	11.0	0	1.0	0	0	0	0	6.0	0	2.0
sp|F2Z333|FND10_HUMAN	0.0	5.0	1.417	0.0	18.934	1.0	1.0	17.0	184.0	0.0	13.636	87.0
sp|Q29RQ3|DC1I1_BOVIN	0.0	0.0	2.0	0.0	0.0	0	0	0	5.0	0	0	0.0
sp|O14576|DC1I1_HUMAN	0.0	6.0	2.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0
sp|O88485|DC1I1_MOUSE	0.0	2.0	0	0.0	2.0	0	0	0	3.0	0	118.311	0.0
sp|Q63100|DC1I1_RAT	0.0	2.0	0	0.0	2.0	0	0	0	0	1.0	0	2.0
sp|Q6AW47|EST5A_CANLF	0.0	0	0	0.0	0	0	1.0	0	0	0.0	0	0
sp|P49190|PTH2R_HUMAN	0.0	0	0	0.0	0.0	1.0	1.0	0	12.0	0	0	0.0
sp|Q8K4K1|CETN4_MOUSE	0.0	0	0	0	0.0	0	0	135.279	0	0	2.0	0
sp|Q14532|K1H2_HUMAN	0.0	4.637	0	0	0	0	0	0	4.0	0.0	0	0.0
sp|O95007|OR6B1_HUMAN	0.0	0	0	0	0.0	0	0.0	0	0	0	0	0
sp|P56975|NRG3_HUMAN	0.0	1.0	0	0	0	0	0	0	0	0	0	0
sp|Q60629|EPHA5_MOUSE	0.0	0	0	0	0	0	0	0	2.0	0	0	0
sp|Q969M2|CXA10_HUMAN	0.0	0	0	0.0	0	0	0	0	0	1.0	0	0
sp|Q9WUS4|CXA10_MOUSE	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P57100|HAND1_RABIT	0.0	0	0	0	0	0	0	0	0	0	0	0.0
sp|Q9H2F9|CCD68_HUMAN	0.0	0	3.0	0.0	0	1.0	0	1.0	0	3.57	3.909	0.0
sp|Q5HY92|FIGN_HUMAN	0.0	0.0	0	0	0	0.0	0	0	3.0	0.0	3.091	0
sp|Q9ERZ6|FIGN_MOUSE	0.0	0	1.0	0	0.0	0	1.0	0	0	0	5.909	0
sp|Q05005|TM236_RABIT	0.0	0	0	0	0	1.0	0	1.0	0	0	11.0	0
sp|Q5MJ68|SPDYC_HUMAN	0.0	0	0.999	0.0	0.0	0.0	1.0	2.0	0	1.0	0	1.0
sp|Q9MYW0|TRPC6_BOVIN	0.0	0	0	0.0	1.0	0.0	0.0	7.0	6.321	0	0	0.0
sp|Q9Y210|TRPC6_HUMAN	0.0	0	0	0.0	0	0	0.0	0	3.0	0	0	0.0
sp|Q61143|TRPC6_MOUSE	0.0	0	2.0	0.0	0	0	0.0	0	0	0	0	0.0
sp|P0C881|R10B1_HUMAN	0.0	0	0	0	0	0	0	0	2.0	0	3.0	0
sp|B2RC85|R10B2_HUMAN	0.0	0	0	0	0	0	0	0	2.0	0	3.0	0
sp|Q9D638|KRA32_MOUSE	0.0	0.0	0	2.084	0	0	0	0	0	0	0	0
sp|Q9D7P0|KRA33_MOUSE	0.0	86.955	0	0	0	0	0	0	0	0	0	0
sp|Q5JUK3|KCNT1_HUMAN	1.0	0.0	0	2.0	0	0	0	0	0	0	0	1.0
sp|Q6UVM3|KCNT2_HUMAN	1.0	1.0	5.0	0.0	1.0	0.0	0.0	0	0	0	0	0.0
sp|Q6UVM4|KCNT2_RAT	1.0	1.0	5.0	0	1.0	0.0	0	0	0	0	0	0
sp|Q9NXL6|SIDT1_HUMAN	0.0	1.0	0	4.0	0	0	0	5.0	0	11.0	7.0	0
sp|Q5TD94|RSH4A_HUMAN	0.0	0	0	1.0	0	0.0	0	2.571	4.598	0	0	0
sp|Q76IQ3|TY3H_CANLF	0.0	0	0	0.0	0	0	0	0	2.0	0	3.0	0.0
sp|Q8SPU6|ACHB4_BOVIN	0.0	0	1.0	0	0	0.0	0	0	0	0	0	0
sp|Q8R493|ACHB4_MOUSE	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P12392|ACHB4_RAT	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q8R4L0|SLAP2_MOUSE	0.0	0	0	0	0	0	0.0	0	0	0.0	0	0
sp|O60469|DSCAM_HUMAN	0.0	1.0	1.0	0.0	0.0	0	0.0	0	1.0	0	4.0	0.0
sp|O94907|DKK1_HUMAN	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|O70212|5HT3A_CAVPO	0.0	0	0	0	0	0	0	0	0	0.0	0	0
sp|Q5GFL6|VWA2_HUMAN	0.0	0	1.416	9.0	2.0	0.0	0	0	2.0	0.0	0	0.0
sp|P35612|ADDB_HUMAN	0.0	0.0	61.545	0	0	0	0	0	0	3.0	0	0
sp|Q9QYB8|ADDB_MOUSE	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q5R5V7|ADDB_PONAB	0.0	0.0	61.545	0	0	0	0	0	0	3.0	0	0
sp|Q05764|ADDB_RAT	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P48435|SOX11_CHICK	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0
sp|P35716|SOX11_HUMAN	0.0	0	0	0	0	0.0	0	0	0	0	0	0
sp|Q7M6Y2|SOX11_MOUSE	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0
sp|P0C1G9|SOX11_RAT	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0
sp|Q9BQS7|HEPH_HUMAN	0.0	0.0	0	1.0	0.0	0.0	0	0	0	0	0	0
sp|P61286|PABP1_BOVIN	0.0	516.0	27.817	10478.545	3.155	0.0	465.364	1845.051	24499.647	8043.192	21.99	1045.972
sp|P11940|PABP1_HUMAN	0.0	516.0	27.817	10478.545	3.155	0.0	465.364	1845.051	24499.647	8043.192	21.99	1045.972
sp|P29341|PABP1_MOUSE	0.0	516.0	27.817	10478.545	3.155	0.0	10.605	1845.051	13.974	1.258	21.99	5.432
sp|Q5R8F7|PABP1_PONAB	1.999	516.0	27.817	0.0	3.155	0.0	0.0	10.763	13.974	1.109	21.99	5.84
sp|Q9EPH8|PABP1_RAT	0.0	516.0	3.589	10478.545	3.155	0.0	10.605	30.079	13.974	1.258	21.99	7.558
sp|P20965|PABPA_XENLA	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0	0
sp|Q6IP09|PABPB_XENLA	0.0	3.529	2.0	0	0	221.263	465.364	0	10.039	0	1.0	0
sp|A6H782|TEKT3_BOVIN	0.0	0	0	0	0	0	0	0	3.0	0	0	8.0
sp|Q5DRB3|PCDG7_PANTR	0.0	0.0	4.0	0.0	257.585	0	0.0	1.0	1.0	0	0	0.0
sp|A2AVR2|MROH7_MOUSE	0.0	0	20.904	0	0	0	0	1.0	0	0	0	0
sp|Q8R0T6|AGRG3_MOUSE	0.0	1.0	0	0	0.0	0	0	0	0	0.0	0	0
sp|Q8TD84|DSCL1_HUMAN	0.0	1.0	2.0	0	0.0	0	0	0	0	3.0	0	0
sp|A6QLD5|F124B_BOVIN	0.0	0.0	141.796	0.0	1.0	0.0	0	0	4.0	0.0	0	0
sp|Q8ND07|BBOF1_HUMAN	0.0	1.0	10.0	4.0	6.0	0.0	0	0	3.0	0.0	3.0	7.0
sp|P0CH27|RL402_TRYCR	2.0	0	0	1.0	0	0	0.0	44.012	0	0.0	0	0.0
sp|A1CUD6|LIS11_ASPCL	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|B0XM00|LIS1_ASPFC	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q4WLM7|LIS1_ASPFU	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|A1DP19|LIS1_NEOFI	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9UGM1|ACHA9_HUMAN	0.0	0	0	1.0	0	0	0.0	0	1.0	2.0	0	1.0
sp|P07759|SPA3K_MOUSE	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q5U241|PD5BB_XENLA	0.0	0.0	5.156	0	0	2.0	2.0	1.0	1.0	0	0	0
sp|Q6ZSJ9|SHSA6_HUMAN	0.0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q3UH99|SHSA6_MOUSE	0.0	2.0	0	0	0	0	0	0	0	0	0	0
sp|Q08E50|GBRA5_BOVIN	0.0	0	0	0	0	0.0	0	0	0	0	0	0
sp|P31644|GBRA5_HUMAN	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0
sp|Q8BHJ7|GBRA5_MOUSE	0.0	0	0	0	0	0.0	0	0	0	0	0	0
sp|P19969|GBRA5_RAT	0.0	0	0	0	0	0.0	0	0	0	0	0	0
sp|H3BV60|TGR3L_HUMAN	0.0	0	0	1.0	0	0.0	1.0	0	0.0	1.0	14.0	0
sp|Q91VU8|PTOV1_MOUSE	0.0	0	4.0	0	0	0.0	0.0	0	2.0	0	3.0	0
sp|Q5U2W6|PTVO1_RAT	0.0	0	4.0	0	0	0.0	0.0	0	2.0	0	3.0	0
sp|Q6ZN44|UNC5A_HUMAN	0.0	0	0	0	0	0	0	0	0	0	2.0	0
sp|O95196|CSPG5_HUMAN	0.0	6.0	4.0	0.0	15.697	1.0	1.0	12.421	3.306	0.0	4.006	1.0
sp|Q9H8S5|CNTD2_HUMAN	0.0	0	2.768	0	3.0	0.0	1.0	0.0	22.668	0.0	0	1.0
sp|Q9QYK9|KCC1B_MOUSE	0.0	0.0	0	0.0	0	1.0	0	0	3.898	2.0	0	0.0
sp|Q8NB59|SYT14_HUMAN	0.0	0	0	0	0	0	0.0	0	0	0	20.165	0
sp|Q4ZG55|GREB1_HUMAN	0.0	0	1.0	4.0	0.0	0	0.0	0	2.0	0.0	0	2.0
sp|A0A075B6I1|LV460_HUMAN	0.0	0.0	0	0.0	0	0	0	0	0	0	234.937	0
sp|U3KPV4|A3LT2_HUMAN	0.0	0	0	1.0	0	0	0	0	0	0.0	6.0	0
sp|Q6AX42|SEZ6_XENLA	1.0	0	5.0	0	0	0	0	6.219	0	0	0	1.0
sp|Q4R3N2|LR2BP_MACFA	1.0	0	0	0.0	0	0	0.0	2.0	0	1.0	0	0.0
sp|Q3SZL0|NR1H4_BOVIN	1.0	0	1.0	0	0.0	0	0.0	0	0	0	0	0
sp|Q96RI1|NR1H4_HUMAN	1.0	0	0	0.0	0	0	0.0	0	0	0	0	0
sp|A7YWM2|K1C40_BOVIN	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0
sp|P22674|CCNO_HUMAN	0.0	0	2.0	0.0	1.0	0	0	0	0	1.0	4.0	0
sp|P54707|AT12A_HUMAN	0.0	0	1.0	0.0	1.0	0.0	0.0	0	0	8.427	0	654.525
sp|P0A9Q3|ARCA_ECO57	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P0A9Q2|ARCA_ECOL6	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P0A9Q1|ARCA_ECOLI	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P0A9Q4|ARCA_SHIFL	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P02608|MLRS_RABIT	2729.427	453.061	5201.697	16841.751	11830.615	14317.108	19694.407	10421.413	30.318	7783.02	57.015	15687.584
sp|P24732|MLRT_RABIT	0.0	14.539	1.0	24.616	0.0	450.423	9.855	6.233	30.318	0.0	0	3859.042
sp|P59047|NALP5_HUMAN	0.0	1.0	7.894	0	0	2.0	0.0	0	0	0	0	0
sp|Q9BZJ8|GPR61_HUMAN	0.0	0	0	0	0.0	1.0	0	0	0	0	0	0.0
sp|Q8C010|GPR61_MOUSE	0.0	1.0	0	0	0	1.0	0	0	1.0	0	0	0.0
sp|Q9BXW4|MLP3C_HUMAN	0.0	12.0	3.0	0	0.0	0	0	0	0	0	0	0.0
sp|Q6DJI8|EI3GA_XENLA	0.0	0	0	0	0	36.0	0	510.413	1.0	0	0	8.569
sp|Q641B2|EI3GB_XENLA	0.0	0	0	0	0	36.0	0	510.413	1.0	0	0	8.569
sp|Q3ZC12|EIF3G_BOVIN	0.0	0.0	0	0.0	5.0	36.0	0	61.456	6.51	2.0	0	8.569
sp|O75821|EIF3G_HUMAN	2907.061	5.238	1676.0	116.698	1754.593	36.0	544.0	61.456	1505.057	2.0	2301.481	1672.833
sp|Q9Z1D1|EIF3G_MOUSE	0.0	0.0	0	0	5.0	36.0	0	61.456	6.51	0	0	8.569
sp|Q5RK09|EIF3G_RAT	2.144	0.0	0	288.519	5.0	36.0	0	61.456	175.632	0	0	4.598
sp|Q28CY2|EIF3G_XENTR	0.0	0	0	0	0	36.0	0	510.413	1.0	0	0	8.569
sp|P02768|ALBU_HUMAN	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q5NVH5|ALBU_PONAB	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P06348|H1T_PIG	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9UMF0|ICAM5_HUMAN	0.0	0	0	0	0.0	0	0.0	0	8.0	0	0	1.0
sp|Q9DAI6|F135B_MOUSE	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P11985|TC1D3_MOUSE	0.0	0	0	0	0	0	0	0	11.236	0	0	0
sp|A8MYJ7|TTC34_HUMAN	0.0	0	3.0	0.0	1.0	0	0	0	0	1.0	12.609	0.0
sp|A1TLE7|LEPA_ACIAC	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|O70169|PRS39_MOUSE	0.0	0	0	0	0.0	0	0	0	0	0	0	0
sp|Q2MJR0|SPRE3_HUMAN	0.0	0	0	1.0	0	0.0	0	5.0	5.343	0.0	6.0	1.0
sp|A6QLK4|TMM8B_BOVIN	0.0	2.0	3.0	0.0	0	2.0	1.0	2.0	4.0	3.0	6.995	4.0
sp|A6NDV4|TMM8B_HUMAN	0.0	2.0	4.0	0.0	3.0	3.0	0.0	2.0	4.0	1.0	9.005	2.0
sp|O54757|ALMM_TAMSI	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|O54759|ALST_TAMSI	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|A2APX8|SCN1A_MOUSE	0.0	0.0	0	0.0	0.0	0	0	1.0	2.0	0.0	0	1.0
sp|P04774|SCN1A_RAT	0.0	0.0	0	0.0	0.0	0	0	1.0	2.0	0.0	0	1.0
sp|O94933|SLIK3_HUMAN	0.0	1.0	0	0	0.0	0	1.0	0	0	0	2.0	0.0
sp|Q810B9|SLIK3_MOUSE	0.0	0	1.0	0	0	0	0	0	0	0	0	0
sp|Q9R100|CAD17_MOUSE	0.0	0.0	0	0	0	2.0	0	0	3.0	0	0	0
sp|O95150|TNF15_HUMAN	1.0	0.0	2.0	1.0	1.0	0	0	0	1.0	0.0	10.0	0
sp|Q9BX84|TRPM6_HUMAN	0.0	0.0	0	1.0	0	0.0	1.0	0	1.0	0.0	0	1.0
sp|O35205|GRAK_MOUSE	0.0	0	0	0	0	0	0	0	0	0	0	0
sp|P57773|CXA9_HUMAN	0.0	0	0	0	0	0.0	0	0	4.385	0	9.0	0
sp|P0CG71|UBIQ1_CAEEL	0.0	0.0	4.0	0.0	0	1.0	0.0	0.0	4.0	0.0	0	3.0
sp|P59669|UBIQP_GEOCY	0.0	0.0	4.0	0.0	0	1.0	0.0	0.0	4.0	0.0	0	3.0
sp|Q2VWP7|PRTG_HUMAN	1.0	0	0	0	0.0	0	0	0	0	0	0	0
