ID	chviCounts_noRep.csv	cabrCounts_noRep.csv	stluCounts_noRep.csv	arjaCounts_noRep.csv	lothCounts_noRep.csv	angeCounts_noRep.csv	glsoCounts_noRep.csv	noleCounts_noRep.csv	moblCounts_noRep.csv	mawaCounts_noRep.csv	ptpaCounts_noRep.csv	deroCounts_noRep.csv
VATB	0	0	0	0	0	0	0	0	0	0	0	0
PCDA4	0	0	15.877	0	2.659	0	0	0	0	0	0	0
VAMP1	0	7	0	3	0	0	0	1.004	9.584	0	8.575	0
TEX15	0	0	0	1	1	0	0	0	2	1	0	0
ATS8	1	0	1	0	0	1	30	4	3	0	2	1
CEL3B	0	0	0	0	0	0	0	3	0	0	0	0
P20D1	1	7.795	6	0	41.522	0	5.221	0	7	0	7	0
ADA23	0	0	4	0	0	2	3	1	1.22	0	5	1
ADA21	0	0	0	0	0	0	0	3	0	0	3	0
COBA1	0	1	0	0	0	0	0	0	0	0	11.435	0
SOGA3	0	11	0	0	0	0	0	0	0	0	0	0
TXND8	0	0	0	0	0	0	2	6	0	0	0	0
HS3S4	0	0	0	0	0	0	0	0	0	0	0	0
TCC4	0	0	4	0	0	0	0	0	0	0	5	0
NLRC4	0	0	1	0	0	0	0	1	0	0	0	0
PSMA8	0	0	0	0	1	0	0	0	0	1	0	0
FA83E	0	0	1	1	0	0	1	20.075	1	3	1	3
PCDBA	0	1	0	0	0	0	0	3	0	0	0	0
H1FNT	0	1	0	2	3	0	0	0	2	0	0	0
HNF4A	0	0	1	0	0	0	0	7	8	0	6	0
TREM2	1	0	2	0	2	0	0	3.549	2	2	0	1
Y2535	0	0	0	0	0	0	0	0	0	0	0	0
Y2760	0	0	0	0	0	0	0	0	0	0	0	0
MRP2	0	0	0	0	0	0	0	1	0	0	0	0
PRD16	0	0	0	0	0	1	0	2	1	0	2	1
ANS1B	0	0	0	1	1	0	4	0	3	0	0	0
RLA0L	0	0	2	1	0	1	0	1	0	0	3.998	0
RLA0	25636.039	18428.371	16305.708	13626.482	12133.628	21964.917	3663.775	433.658	2.944	8128.196	10.902	19234.774
MCLN2	1	1	0	2	0	0	0	0	0	3	6	1
ARP2B	0	0	4	0	0	0	0	0	0	0	0	0
ARP2	1802.68	1471.736	883.453	171.834	1741.586	295.109	1579.698	4.723	494.676	998	2127.401	360.429
TDRD6	0	1	1	0	0	1	0	0	0	0	0	0
PK2L2	0	0	0	0	1	2.8	1	0	1.167	2	0	6
MF2L2	0	0	3	0	4	2	8.678	15	2	1	7	0
ADIPL	0	0	2	0	0	0	0	0	0	0	0	0
O51E2	0	1	0	0	0	0	1	0	7	1	0	0
KCC1G	0	0	0	0	0	0	0	0	2	1	0	1
BIR1B	0	0	0	0	0	0	0	0	3	0	0	2
MSLNL	0	0	1	0	0	0	0	2	4	0	5	0
ZNT3	0	1	0	0	0	0	0	1	0	0	2	0
F200B	0	0	5.464	1	1	0	0	0	8	0	0	0
KCNA2	0	1	0	0	0	3	0	0	1	0	9	0
CCD89	0	1	0	0	0	0	0	5	0	0	3	0
VW5B1	0	0	0	0	0	0	0	0	0	0	0	0
ERFL	0	0	0	0	0	1	0	0	0	0	0	4
P4HA3	1	1	2	2	3	0	1	0	0	0	0	0
INY2B	0	0	0	1	0	0	0	0	0	0	531.203	0
P4R3A	37.488	496.463	0	129.277	442.663	54.221	57.465	11.458	74.469	10.921	9.287	336.132
P4R3B	111.021	157.901	652.663	103.748	156.704	32.003	121.643	0	23.313	0	1486.308	1.287
PP4R3	0	0	2	0	0	0	0	0	0	0	3.002	0
PLPR1	0	0	2	0	0	0	0	0	1	0	5	0
NIPLA	0	0	0	0	0	0	0	0	0	0	0	0
MCHR1	1	0	3	0	0	0	0	0	0	0	0	0
KCNH8	0	0	0	0	0	0	0	0	0	1	3	0
OFCC1	0	0	0	0	0	0	0	0	0	0	0	0
GP158	0	0	0	0	0	0	0	1	1	0	3	0
F205A	0	0	0	0	0	0	0	0	0	0	0	0
PAP1L	0	0	0	2	0	1	0	0	2.895	0	7	0
CPNE7	0	1	0	0	0	0	0	0	0	0	3	0
WNT7A	0	0	4	1	0	0	0	0	2	0	2	0
CCL28	0	0	0	0	0	0	0	0	0	58.001	222.827	0
FBX10	0	1	2	14.056	2	0	0	3	4.727	1	5.23	1
NEXMI	0	0	0	0	0	0	0	1	3	0	4	0
IL9R	1	0	0	0	0	0	0	0	0	0	0	0
ABCA9	3.239	4	5	8	4.725	3	5	2	20.483	1	13.11	12.093
ABCAA	1	0	0	0	0	0	1	0	0	0	0	0
ZBED3	0	2	0	0	2	0	3	0	0	3	181.7	0
PK1L1	0	0	0	0	0	0	0	0	0	0	0	0
TM116	1	0	2	0	0	0	0	1.248	0	3	5.396	0
T255B	0	0	0	0	0	0	1	0	0	0	121.195	0
CADH8	1	0	0	0	2	1	1	0	1	1.165	0	0
TNNI3	1	24.852	20.949	0	0	1.695	0	3	4	10.32	0	1
PTHD4	0	0	0	0	0	0	0	0	0	0	0	0
B3GA1	0	1	1	0	1	1	1	0	0	0	0	1
ST32A	0	0	0	0	0	0	0	0	0	0	0	0
STYL1	0	0	1	2	1	0	2	4	4	0	4	0
SGK2	0	36	0	0	0	0	0	0	0	0	7	0
SHC3	0	0	0	0	0	0	0	0	0	0	0	0
PCD23	0	1	0	2	0	0	0	0	1	0	0	0
F163A	0	0	0	0	0	0	0	0	0	0	2	0
KCND1	0	0	0	3	1	0	0	1	0	0	0	0
RSPH9	0	3	0	6	2.445	2	0	6.512	0	3.287	0	0
V2R	0	1	3	1	0	0	0	2	5	2	0	0
ASTN1	0	2	0	0	0	0	0	3.777	0	0	5	0
TEFF1	0	1	3	1	0	0	0	5	0	0	4	1
TSKS	1	1	3	2	0	0	0	0	2	0	0	0
N2F1B	0	0	0	0	0	0	0	0	0	0	0	0
INSM1	0	0	0	0	0	0	0	1	0	0	2	0
CBLN2	0	3	0	0	0	0	0	48	1	0	0	0
HV145	0	0	0	0	0	0	0	0	0	0	0	0
MGAL	0	0	0	1	0	0	0	0	2	0	3.778	0
GPC2	0	0	0	0	0	0	0	1	3.878	0	0	0
PLK5	0	0	1	0	2	0	0	5	0	1	0	1
B3GN4	0	0	2.262	3	1	0	0	0	0	1	0	0
S61A1	125.259	373.568	1929	1021.074	0	992.872	182.064	2837.874	3.489	935.065	2964.546	5.196
S61A2	94	3.307	1.153	29.046	0	34.303	0	15.081	0	85	36.018	90.87
SC61A	0	3.307	0	0	0	0	0	9.922	1	0	0	0
TDRD9	0	0	4	0	1	1	0	0	3	0	9	0
CNNM1	0	0	0	1	0	2	0	0	4	0	0	1
F187A	0	0	0	0	0	0	0	0	2	0	0	1
CUBN	0	0	2	1	0	0	0	1	2	0	4	1
ADCY8	0	0	1	0	0	1	0	0	0	2	8.988	0
TYRP2	0	1	3	0	0	0	0	1	0	0	0	0
AIPL1	0	0	0	0	0	0	5	33.593	0	0	0	1
CC181	0	3	1	0	0	56.542	0	2	4	1	6.289	10.174
CAN9	0	0	0	0	0	0	0	0	0	2	0	0
GP119	0	0	0	0	0	0	0	0	0	0	0	0
PATL2	0	0	0	0	0	0	0	0	0	0	0	0
ISL2	0	1	0	0	0	0	0	3	2	0	3	1
KLKB1	0	0	0	0	0	0	0	0	1	0	8.436	0
F172B	0	0	0	0	1	0	0	0	0	0	0	0
UN5CL	0	0	0	0	0	0	0	0	0	0	0	0
FFAR4	0	3	0	28.761	0	1	2	0	0	0	0	0
ZY11A	0	0	0	0	0	0	0	0	2	1	0	0
NMBR	0	0	0	0	0	0	0	0	0	0	0	0
DAA1A	0	0	0	0	0	0	0	0	0	0	0	0
DAAM1	517.699	27.576	21.849	82	62.557	66	154.946	98.548	197.078	6.721	5.619	13
TBR1	0	0	0	0	0	0	0	0	0	0	0	0
CO6A4	0	0	0	0	0	0	0	1	0	0	0	0
MAP10	0	0	2.528	4	0	1	0	3	129	3	4.827	8
PO4F3	0	0	0	0	0	0	0	3	2	0	0	0
PRRT3	0	0	0	1	0	3	1	1	13	1	5	1
FGFR4	0	0	1	0	5	0	0	1	3	0	0	0
FATE1	0	0	0	3	0	0	0	0	0	0	0	0
SWAHA	0	0	0	0	7	0	3.598	9	7	0	5.013	0
T132D	0	0	0	0	0	0	0	0	1	0	11	0
GUC1B	0	5	0	5	6	1	0	0	2	0	2	65
IL2RB	0	0	3	0	0	0	0	2	0	0	5	0
P2RY4	0	0	0	0	0	0	1	0	3	0	0	0
CADH4	0	0	0	0	0	0	0	1	0	0	0	0
ATS6	0	0	1	0	1	0	0	0	0	0	0	1
LY6K	0	0	2.805	0	0	0	0	0	15.493	0	0	3
YI036	0	0	5	0	0	0	0	0	0	0	0	0
MPP3	0	0	2	1	2	0	0	3	6	1	0	1.028
ZAP70	0	0	0	1	1	0	0	8	0	0	3	3
PDE1B	0	0	2	0	0	0	0	1	4	1	0	1
KCNJ4	0	0	0	0	0	0	0	3	1	0	0	0
CABP2	0	0	0	0	0	0	0	0	0	0	0	0
ADA1D	0	0	2	2	0	0	0	1	4	0	0	4
LAMP5	0	0	0	0	0	0	0	0	0	0	0	0
OTOP1	0	1	3	0	1	1	0	1	0	1	0	0
ML12A	0	0	14.313	0	0	0	18.219	5.427	0	0	18.333	0
ML12B	0	356.642	325.546	329.798	5.229	861.395	307.722	707.488	7.871	420.43	7.944	0
MLRM	0	0	0	0	0	0	0	0	0	0	0	0
MLRN	308.319	233.429	1.623	525.136	790.159	1175.788	0	2.203	672.912	3039.415	2853.135	1226.094
MRLCA	36.976	0	202.053	0	0	547.763	284.525	90.868	11.167	0	18.333	2.518
MYL9	35.411	65.938	132.9	115.189	790.159	180.269	402.749	42.269	672.912	3039.415	2853.135	1226.094
IDH3G	336.544	1100.021	1837	1362.116	872	0	1450.911	19.672	244.038	123	0	0
IDHG1	0	0	0	0	0	0	354.089	7.954	15.268	123	8.944	2.041
SCG2	0	4	1	0	0	0	0	2	0	1	3.386	1
LVK55	1	0	0	0	0	1	0	0	0	0	14	0
S13A2	0	1	0	0	2	0	0	1	0	1	133.006	2
CRLF2	0	0	0	0	0	0	0	2	1	1	0	0
A1AG	0	0	0	0	0	0	0	0	13	4	3.847	0
UGGG2	0	0	2	2	6.93	0	0	3	1	0	3	2
PME2	0	0	0	0	0	0	0	0	0	0	0	0
SELTA	0	0	0	0	0	0	0	0	0	0	0	0
SELT	29.266	297.581	500	525.566	69.253	37.879	455.312	107.466	739.129	195.432	36.432	320.724
ARL5C	0	0	3	1	0	0	0	4	0	1	0	0
VAT1L	0	1	0	1	0	0	0	2	3	0	16	0
PABP5	0	1	0	2	0	0	0	5	0	0	0	0
EVI1A	0	1	23	0	0	0	0	0	0	0	6	0
EVI1B	0	11	0	0	0	0	0	0	2	0	8.999	0
MECOM	3	1	3.391	1	14	6.622	0	1	5.167	0	16.554	2.44
ACHA3	0	0	0	0	0	0	0	0	1	1	5	0
VSIG1	0	0	0	0	0	2	36	3.756	0	0	0	0
TVB51	0	0	0	0	0	0	0	0	0	0	0	0
WDR31	0	1	3.566	3	5	0	1	0	0	0	10	0
WDR78	0	1	0	0	1	0	0	0	4	0	0	1
CC152	0	1.451	2	6	2	0	0	0	2	2.664	66.942	10.311
HAVR2	2	0	0	0	0	0	0	2	4	2	0	1
MDGA2	1	0	3	3	0	1	0	0	0	1	0	0
RGS20	0	0	4	0	1	0	7	8.515	5.633	0	39.587	0
NRN1L	0	0	0	0	0	1	0	7	2	0	1	0
CNGA4	0	1	0	0	0	0	0	0	0	0	0	0
AJM1	0	0	2	1	0	0	0	5	1	1	2	0
GBRB2	0	0	0	0	0	0	0	0	0	0	0	0
CYB5L	0	0	0	0	0	0	0	0	0	0	0	0
GPR21	0	0	0	0	0	1	0	0	0	0	4	2
SVOPL	0	0	1	0	0	0	0	0	2	0	0	0
GRM3	0	0	0	0	0	0	0	0	0	0	0	0
IKZF3	0	0	0	1	0	0	0	0	1	0	7	0
PTN22	0	1	2	0	1	0	0	0	0	1	0	2
ODFP1	0	0	0	0	0	0	1	0	0	0	0	0
KCNB2	0	0	0	0	1	0	0	1	0	0	9	0
CELA1	0	0	6	0	0	0	0	0	3	0	0	0
KLRF1	0	0	0	0	0	0	0	0	0	0	0	0
SIG10	0	0	4	0	0	0	0	1.718	0	3	4	0
ADA20	0	0	0	0	0	0	0	0	0	1	0	0
GDF15	0	0	0	0	0	0	0	0	0	0	0	0
CAC1A	0	0	0	1	3	0	0	3	3	0	0	1
PIEZ2	0	3	1	0	0	0	0	1	2	0	0	0
TS1R3	0	0	2	1	1	0	0	0	6	1	4	0
UBP18	0	0	1	1.483	0	1	0	173	39.772	0	8	51
RUN3A	0	4	1	0	2	3	2	1.065	2	0	2	0
OLF5	0	0	0	0	0	0	0	0	0	0	0	0
GRIA1	1	9.743	0	0	1	0	1	0	7	0	0	0
GRIA2	0	2	0	0	0	0	0	1	0	0	0	0
GRIA3	4	0	0	0	2	0	0	3	0	0	0	0
GRIA4	3	0	1	0	4	0	9	1	2	0	0	0
MRGX2	0	0	0	0	2	0	0	0	0	0	0	1
NLRP9	1	0	0	0	0	0	0	0	0	0	4	0
UN93A	0	0	9.743	7	42.582	6.254	3	34.145	4.721	38	2.972	0
CD1C3	0	0	0	0	0	0	0	0	0	0	0	0
NCTR3	0	0	0	5	4	0	0	0	12.532	0	0	1
IHO1	0	0	7	0	1	0	0	0	0	0	0	0
GASR	0	0	0	0	0	0	1	1	1	0	0	0
RBBP4	844.958	456.201	72.558	191.303	538.41	829	268.717	879.78	5.176	574.195	14.683	181.624
RBP4B	0	0	0	0	1.029	0	0	0	0	0	0	0
SALM	1	0	2	0	0	0	0	0	0	0	0	0
OR7D4	0	0	0	0	0	0	0	0	0	0	0	0
MYCD	0	0	1	0	0	1	0	0	1	0	0	4.526
PKHG4	0	0	0	0	0	0	0	0	0	0	0	0
THRB	0	0	2	0	1	0	0	0	0	0	43.579	2
PTN5	0	0	0	1	0	0	0	0	2	0	0	0
CF251	0	1	2	0	0	0	2	2	2	0	5	0
KCNS3	0	4	5	1	0	5	0	0	0	0	2	1
PILC	0	0	0	0	0	0	0	0	0	0	0	0
MYF5	0	0	5	0	2.003	3	2	0	11.185	3	0	16
PRS35	0	0	0	0	0	0	0	0	0	0	0	0
ERN2	0	0	0	0	0	0	0	0	0	7.105	106.795	0
RB39A	2	2	6.923	0	0	1	0	0	1	1	0	0
K2012	0	0	0	0	0	1	0	0	1.327	0	0	0
DLX2	0	1	0	0	0	0	0	0	3	0	0	0
TRI10	0	0	2	0	1	0	0	14.158	0	0	6	4
CH034	0	0	0	0	0	0	0	0	0	0	0	0
NPAS3	0	0	0	0	0	0	0	0	0	0	0	0
RS4X	6058	31.541	3.961	7257.865	463.429	71.164	334.349	826.938	25.229	2917.194	7371.653	22
RS4Y1	188.067	93.053	7.009	38.547	0	632.707	43.657	5	25.229	19.362	2.775	0
RS4Y2	1	0	0	0	0	283.64	0	0	0	0	0	0
RS4	6058	31.541	3.961	7257.865	463.429	71.164	334.349	826.938	6.597	2917.194	7371.653	22
ZN157	1	0	0	0	0	0	0	0	2	0	0	0
IOD1	0	3	0	0	44	0	0	0	0	0	2	1
GIPC2	0	1	1	0	0	0	0	3	3	3	2	0
PCX2	0	1	2	0	1	0	0	0	0	0	0	1
CILP2	0	1	0	0	0	0	0	1	7	0	0	0
ASM3B	0	24.447	0	12	97	0	1.223	4	1	12	0	51.66
PVLEF	0	0	22	5	4.334	8	25.889	22.679	0	14.72	0	0
GDF11	0	1	2.462	2	0	3	1	3	3	0	5	0
CC084	0	0	0	0	0	0	0	0	0	0	0	0
CHADL	0	2	1	0	0	0	1	0	0	0	2	0
PPE2	0	0	2	0	0	0	0	0	0	0	0	2
NAL12	0	0	0	1	0	0	0	0	0	0	0	0
MYH7B	0	1	0	0	0	0	0	4	1.695	0	3	0
SPI2A	1	2	9	0	2	0	1	0	1	3	0	0
SPI2B	1	2	9	0	1	0	1	0	1	3	0	2
SPIN2	1	2	2	0	1	0	1	0	2	3	0	2
SHSA3	1	0	8	1	0	0	0	0	1	0	0	0
CB015	0	0	4	0	0	10	0	0	32.56	45.482	6	1
SHPS1	460.328	195.115	26.608	341	383	15.592	80.48	85.183	2.048	49	500.354	0
SIRBL	0	5	1.131	9	0	6	0	27.769	0	0	14.112	0
G3P1	0	0	0	0	0	0	0	0	0	0	0	0
G3PT	0	0	0	1	0	8	0	2.891	5	0	12.434	0
CABYR	1	0	3.103	7.251	0	1	3	2	2.981	0	0	0
ACPH	303.51	0	101.231	0	885	267.077	662	24.195	115.055	0	3.918	3.393
APEH	0	0	0	0	0	0	0	1	1	0	0	0
ACO12	0	0	0	0	0	0	0	1	0	0	0	0
GDPD4	0	0	0	0	0	0	0	0	0	0	0	0
MDH1B	0	0	0	0	0	0	0	2	2	0	3	0
M3K19	0	0	0	0	3	0	0	0	0	0	0	0
RN212	0	0	0	0	0	0	0	0	0	0	6.211	0
TXND6	0	1	1	0	0	0	0	0	1	30.675	3	0
CRTAM	0	0	0	0	0	0	0	0	0	0	0	0
YDJC	0	0	0	0	1	1	0	68.271	0	1.395	90.632	1
GP176	0	0	1.759	0	0	0	0	0	3	0	0	0
EDD13	0	0	0	0	0	0	0	0	0	0	0	0
CPNE4	1	0	1	3	0	0	0	0	0	0	0	0
ESR1	0	0	0	0	0	0	2	0	0	0	0	0
LUZP2	0	2	0	0	0	0	0	0	0	0	2.884	0
RN165	0	0	2	0	0	0	0	0	4	0	0	0
SCN3B	1	1	0	0	0	0	0	0	7.384	0	0	0
FMO2	0	2	7	0	0	0	1	4	5	125	3	761.43
AIFM3	0	0	2	0	1	0	0	0	6.297	1	2	1
UB12A	0	0	0	0	0	0	0	0	0	0	0	0
UB12B	0	0	0	0	0	0	0	0	0	0	0	0
UBP12	533.043	260	16.059	550.67	162.763	106.898	22	688.641	494.964	77.876	3.711	0
CNKR2	0	0	0	1	2	1	0	0	2	0	5	0
KIF5C	2	2.621	1	1	6	1	0	1209	1	0	1	0
ARY2	0	0	0	0	0	0	0	0	0	0	0	0
AMPH	1	0	1	0	1	0	1	0	2	3	5	1.209
RQCH	0	0	0	0	0	0	0	0	0	0	0	0
KIRR3	0	1	1	0	1	0	0	1	0	1	0	0
S13A4	0	0	4	0	0	0	0	0	0	0	0	0
MMP8	0	0	0	1	0	0	0	0	0	0	0	0
AK1CA	35	68	3346.999	73	349.522	2037.172	407.544	4	4.536	1224.351	5999.648	8556.086
AK1CO	0	0	0	0	0	1900.092	0	1	0	0	0	0
OR5I1	0	0	0	0	0	0	0	0	0	0	0	0
FGL1	0	0	0	0	1	0	0	0	12	0	0	0
SPI2C	0	1	0	0	0	0	0	0	3.508	0	0	0
CC157	0	1	1	1	8	1	1	0	5.621	1	12	20.629
CR1L	0	0	0	0	1	0	0	1	0	0	7.578	0
NTNG1	0	1	0	1	0	0	0	3	0	1	2	0
IRX1	1	0	3	0	84.066	14.673	0	0	3	28.558	147.144	0
KNDC1	0	0	0	0	0	0	0	0	0	0	0	0
S7A14	0	0	0	0	0	0	0	0	0	0	18.996	0
DMBX1	1	0	0	0	1	0	0	0	0	0	0	0
DMX1A	1	0	0	0	0	0	0	0	0	0	0	0
S22AG	0	0	0	0	0	0	0	0	1	0	0	0
BRNP1	0	0	0	0	0	0	0	2	1	0	0	0
KVM5	0	0	0	0	0	0	0	0	0	0	0	0
HA1T	0	0	0	0	0	0	0	0	0	0	0	0
STK31	0	0	2	0	0	0	0	0	0	0	2	0
CF206	0	0	3	0	0	1	0	48.179	1.679	0	4	0
APCL	0	1	0	0	0	0	0	4	3	0	0	0
TIMP4	0	9	7	30.835	0	3	6	0	58.255	2	48.927	0
MPPD1	0	0	0	0	0	0	0	0	0	0	0	0
DDAH1	0	2	1	3	0	0	3	1	1.421	0	116.797	0
M2GD	0	0	0	3	0	0	0	0	0	0	3	0
SPG16	0	0	0	0	0	0	0	0	0	0	0	0
ADA22	0	0	2	0	1	0	0	0	6	1	0	0
NP1L5	0	0	0	0	0	0	0	4	0	0	0	0
OTU7A	0	0	12.49	0	1	0	0	4	7.238	1	5	4.544
CSMD3	1	0	0	0	0	0	1	0	0	0	3	0
AP180	0	1	1	0	0	0	0	0	0	0	0	0
RHG20	0	0	3	2	0	0	0	1	0	1	2	1
UBI1P	0	1	4	0	0	1	0	0	4	5	0	3
UBI4P	1	1	4	0	0	1	0	0	4	5	0	3
SYC1L	0	0	0	0	0	0	0	0	0	0	0	0
PRR35	0	0	0	0	0	0	0	0	0	0	0	0
HME2	0	0	0	0	0	0	0	2	0	0	0	0
NANOG	0	0	0	0	0	0	0	0	7	0	0	0
NANP8	0	0	0	0	0	0	0	0	0	0	0	0
CF161	0	0	1.606	0	0	0	0	0	3	3	0	0
KCNJ9	0	1	2	0	3	0	0	0	0	0	0	6
AGR2	0	132.405	4	16	0	0	0	8.194	0	352	4	0
CC183	0	2	0	0	0	0	0	0	0	1	0	0
HXD10	0	0	1	0	0	0	0	1	5	0	4	0
CERKL	0	0	1	0	0	1	0	0	1	0	2	0
VSXL2	0	0	0	0	0	0	0	0	0	0	0	0
CF300	0	0	0	1	0	0	0	0	3	0	0	1
HPPD	0	1	0	0	0	0	0	1	1.358	0	2	0
PHF24	0	3	2	0	0	0	0	0	1	1	4	0
S22A4	1	0	0	7	0.997	9.031	42	1.774	215.874	28.216	9.404	15.906
SERF2	0	116.238	16.714	0	876.818	0	0	0	0	242.696	124.892	1162.804
FRPD4	0	0	4	0	0	0	0	0	0	0	0	0
EFHC2	0	0	0	1	1.53	2	0	0	4	0	4	0
CAR11	0	0	0	1	0	0	0	3.098	0	0	0	0
ACOD1	0	0	139.857	18209.56	0	869.862	0	0	6	1	0	442.729
ACOD2	0	0	0	0	0	0	0	0	6	1	0	0
SCD3	0	0	0	0	0	0	0	0	6	1	0	0
MEFV	1.849	1	0	0	0	0	0	0	1	0	0	1
LRC36	1	0	3	12	121.973	0	7	0	3	0	0	0
5HT1B	0	2	0	1	2	1	0	0	0	0	0	0
VILI	0	0	4	0	0	0	0	5	10	0	6	0
MMP24	1	2	2	3	3	1	0	3	1	0	2	0
WDR63	0	0	0	0	0	0	0	0	0	0	0	0
STK33	0	0	0	2	0	0	0	0	0	0	0	0
TN13B	1	0	0	0	1	0	0	0	0	0	0	1
LV301	0	0	0	1	0	0	0	0	0	0	71.81	0
LV312	0	0	0	0	0	0	0	0	0	0	0	0
NLGN3	0	5	0	0	0	0	0	0	2	1	0	0
THYG	0	1	0	2	0	1	0	0	0	1	0	0
KHDR2	0	0	3.732	0	0	0	0	0	2	0	0	0
EPB42	0	0	0	0	0	0	0	0	0	0	0	0
DNJH1	0	0	0	0	0	0	0	0	0	0	0	0
CDHR3	0	0	0	0	0	0	0	0	0	0	5	0
HV108	0	0	0	0	0	0	0	0	0	0	0	0
CTL4	0	7	1	3	0	0	0	0	3	1	19.368	0
NMDE3	0	0	0	0	1	374.221	0	1	7.829	0	0	5
TM86B	0	0	0	0	0	0	1	0	3	0	0	0
DCOR1	0	0	0	0	0	12	0	0	0	0	0	0
DCOR	45.606	0	7.815	350	222.563	416	130	534	4551.231	186	6	93.696
PVRIG	0	0	0	0	0	0	0	6	0	0	0	0
CFA99	1	0	0	0	0	0	0	0	6.549	0	0	0
MKRN3	3	0	0	0	0	0	0	0	0	0	0	0
MKRN4	0	0	0	0	0	0	0	0	0	0	0	0
CRHBP	0	1	0	1	0	0	0	0	0	0	0	0
CA094	0	0	0	0	0	0	0	0	0	0	0	0
TACT	0	1	1	2	0	0	0	1	0	0	0	0
HVM58	0	0	0	0	0	0	0	0	0	0	0	0
NCKX2	1	1	1	0	2	0	1	4	0	1	7	1
TUTLB	0	0	2	0	2	0	0	1	0	0	0	0
PTX3	0	0	0	0	0	0	0	0	1	0	0	1
TERB1	0	0	0	0	0	0	0	0	0	0	0	1
TNR8	0	0	2	0	2	0	0	4	0	0	2	0
RS51	0	0	0	0	0	0	0	1	1	0	0	0
RS52	0	0	0	0	0	0	0	1	1	0	0	0
RS5A	0	0	0	6	158.362	65.446	0	3	4	0	0	0
RS5	1695.683	369.868	23	2291.474	2528.045	65.446	2918.493	40.668	10284.373	3720.767	60	3704.103
AT8B5	0	0	0	0	0	0	0	2	1	0	0	0
HECA2	0	0	4	0	0	0	0	0	0	0	6	0
NR5A2	1	0	3	0	1	0	0	0	0	0	0	0
MPP5A	0	0	0	0	0	0	0	0	0	0	0	0
G137C	0	0	0	0	0	0	1	1	3	0	5	0
SN25A	0	0	0	0	0	0	1	0	0	0	0	0
SNP25	0	0	5	0	1	0	1	15	2	1	11	0
PHLD	0	1	2.132	1	0	0	0	9	6	1	2.516	20
SIA8F	0	0	0	0	0	0	0	0	0	1	0	0
MP17L	1	0	0	0	2	3	1	1	4	0	0	0
ARP3A	0	0	0	0	0	0	0	1	0	0	0	36.941
ARP3B	3	36	6.776	2.213	28	6	0	51.423	14.668	0	68.881	36.941
ARP3	661.504	80.59	2427.007	152.829	1761.202	2323	676.795	22.69	497.211	1593.59	1637.027	0
CP255	0	0	0	0	0	0	0	0	1	0	0	0
GRM8	0	2	1	0	0	0	0	0	0	0	0	0
IGH1M	0	0	0	0	0	0	0	0	1	0	0	0
IGHG1	1	0	19.001	9.542	0	0	37.239	0	4	0	147.305	0
CTL5	0	1	1	0	0	0	0	0	0	0	0	0
RL20	0	0	0	0	0	0	0	0	0	0	0	0
FOXL2	0	0	0	0	0	0	0	0	0	0	0	0
GRIK4	0	0	3	0	0	0	0	0	0	0	0	1
OPALI	0	0	0	0	0	0	0	0	0	0	0	0
PTPRN	0	2	0	2	0	1	0	10	0	0	7	1
RAB37	0	0	8.55	0	0	1	0	1	3.849	1	0	0
VTNC	0	0	10.241	0	0	0	0	2	3	0	0	0
ZN624	0	1	6.754	1	0	0	0	1	2	0	0	1
DYH7	0	0	4	1	0	0	0	1	2	0	4	1
CHST8	0	0	1	0	0	1	0	2	3	0	2	0
PAX8	0	0	0	0	0	0	0	0	0	0	0	0
TDR12	0	0	0	1	0	0	0	0	2	0	3	0
NCALD	0	0	0	2	2	2	1.155	1	17	260.022	98.16	0
NCLDA	1	0	0	0	0	0	0	0	0	0	0	0
SGCZ	1	0	0	0	0	0	0	0	0	0	0	0
PI5L1	0	0	0	0	0	0	0	2	2	0	0	0
TULP1	1	0	0	0	0	0	0	0	0	0	0	2
CLM8	0	6	1	2	1	0	0	0	0	0	0	1
TITIN	8	1.185	2.435	3.303	12	5.047	2.167	6.303	5.807	1.266	3.546	18.945
DYST	5.139	9	4	4	2.851	0	1	7.904	3	2	10.367	9
CELR2	439.232	100	32.669	14	259.311	7.036	12.852	1316.1	2936.51	0	10.981	4.35
SYNE2	1529.484	6.463	3.992	7	1.483	11	8.621	1.616	2.365	13	5.689	235.356
KMT2D	29	142.555	6.259	8.888	5.171	11	170.736	15.861	71.532	4	12.126	2.365
MACF1	59.438	8	6	3.235	23	4.815	786.752	152.61	1.833	32.812	6	10.335
KMT2C	1177	2	25.547	3.495	170.753	137.097	16	3.553	712.307	0	7.418	26.915
UBR4	769.225	811.565	17.026	5	0.001	69	966.398	5.34	459.161	356.746	7.533	3
KMT2A	209.361	20	15.015	11	15	3	4	1	2.3	11	8.869	1.289
K1109	8.58	10	4.369	3	26	14	13	6.526	3.658	70.102	31.93	1.347
HECD4	216.307	1	23.941	1.658	2.263	30	0	55	13.051	7.485	61.075	3.599
HERC1	372.283	141.46	11.139	7	0	0	4.026	0	12.982	4.589	46.009	356
HERC2	457.252	9.056	13.307	1	10	272.347	136	664.913	4.373	1.338	22.669	3
MPRIP	0	195.465	503.503	2115.924	285.116	394.384	235.151	650.343	3	6.515	254.053	380.908
PLEC	2	1337.934	4.886	34.893	164.422	1	5	3	1.272	1164.002	6	68.416
